timestamp,pair,direction,confidence,qualityScore,strategy,entryPrice,expiryPrice,won,session,weekday,utcHour,noTradeReason,callWouldWin,putWouldWin
2026-07-15T07:54:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34041,1.34044,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:55:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34042,1.34043,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:56:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34042,1.34029,,Asian,Wed,7,"Insufficient indicator alignment",false,true
2026-07-15T07:57:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34032,1.34028,,Asian,Wed,7,"Insufficient indicator alignment",false,true
2026-07-15T07:58:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34028,1.3403,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:59:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34029,1.34022,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:00:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34027,1.34013,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:01:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34022,1.34041,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:02:00.000Z,GBP/USD,PUT,53,80,Trend Corridor Breakout,1.34027,1.34056,false,London,Wed,8,"",,
2026-07-15T08:03:00.000Z,GBP/USD,CALL,56,85,Trend Corridor Breakout,1.34048,1.34061,true,London,Wed,8,"",,
2026-07-15T08:04:00.000Z,GBP/USD,CALL,53,85,Trend Corridor Breakout,1.34054,1.34067,true,London,Wed,8,"",,
2026-07-15T08:05:00.000Z,GBP/USD,CALL,53,85,Trend Corridor Breakout,1.34064,1.34053,false,London,Wed,8,"",,
2026-07-15T08:06:00.000Z,GBP/USD,PUT,55,95,Trend Corridor Breakout,1.3406,1.34038,true,London,Wed,8,"",,
2026-07-15T08:07:00.000Z,GBP/USD,PUT,64,100,Trend Corridor Breakout,1.3405,1.34024,true,London,Wed,8,"",,
2026-07-15T08:08:00.000Z,GBP/USD,PUT,64,95,Trend Corridor Breakout,1.34029,1.34012,true,London,Wed,8,"",,
2026-07-15T08:09:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.3402,1.34001,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:10:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34004,1.33988,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:11:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.3399,1.34003,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:12:00.000Z,GBP/USD,PUT,57,90,Trend Corridor Breakout,1.33999,1.33991,true,London,Wed,8,"",,
2026-07-15T08:13:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33994,1.33986,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:14:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.3399,1.33969,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:15:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33979,1.33959,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:16:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33963,1.33956,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:17:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33958,1.33968,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:18:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33961,1.3397,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:19:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33968,1.33968,,London,Wed,8,"Insufficient indicator alignment",false,false
2026-07-15T08:20:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33966,1.33963,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:21:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33963,1.33964,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:22:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33961,1.33961,,London,Wed,8,"Insufficient indicator alignment",false,false
2026-07-15T08:23:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33963,1.33975,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:24:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33969,1.33988,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:25:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33979,1.33992,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:26:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33988,1.33978,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:27:00.000Z,GBP/USD,PUT,56,90,Trend Corridor Breakout,1.33984,1.33969,true,London,Wed,8,"",,
2026-07-15T08:28:00.000Z,GBP/USD,PUT,64,90,Trend Corridor Breakout,1.33973,1.33994,false,London,Wed,8,"",,
2026-07-15T08:29:00.000Z,GBP/USD,PUT,51,80,Trend Corridor Breakout,1.33982,1.34004,false,London,Wed,8,"",,
2026-07-15T08:30:00.000Z,GBP/USD,CALL,53,85,Trend Corridor Breakout,1.33998,1.34006,true,London,Wed,8,"",,
2026-07-15T08:31:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34002,1.34011,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:32:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.34006,1.34016,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:33:00.000Z,GBP/USD,CALL,53,85,Trend Corridor Breakout,1.3401,1.33997,false,London,Wed,8,"",,
2026-07-15T08:34:00.000Z,GBP/USD,PUT,61,90,Trend Corridor Breakout,1.33999,1.34001,false,London,Wed,8,"",,
2026-07-15T08:35:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33999,1.33992,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:36:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33993,1.33986,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:37:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33991,1.33978,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:38:00.000Z,GBP/USD,PUT,57,80,Trend Corridor Breakout,1.33982,1.33976,true,London,Wed,8,"",,
2026-07-15T08:39:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33979,1.33968,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:40:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33972,1.33963,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:41:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33965,1.3396,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:42:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33961,1.33961,,London,Wed,8,"Insufficient indicator alignment",false,false
2026-07-15T08:43:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33961,1.33955,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:44:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33956,1.3396,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:45:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33957,1.33957,,London,Wed,8,"Insufficient indicator alignment",false,false
2026-07-15T08:46:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33956,1.33952,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:47:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33953,1.33946,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:48:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33949,1.33937,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:49:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33942,1.33929,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:50:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33932,1.3392,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:51:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33922,1.33933,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:52:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33928,1.33934,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:53:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.3393,1.33939,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:54:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33936,1.33937,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:55:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33935,1.33938,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:56:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33936,1.33936,,London,Wed,8,"Insufficient indicator alignment",false,false
2026-07-15T08:57:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33935,1.33952,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:58:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33944,1.3396,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:59:00.000Z,GBP/USD,CALL,53,85,Trend Corridor Breakout,1.33953,1.33967,true,London,Wed,9,"",,
2026-07-15T09:00:00.000Z,GBP/USD,CALL,56,90,Trend Corridor Breakout,1.33959,1.33976,true,London,Wed,9,"",,
2026-07-15T09:01:00.000Z,GBP/USD,CALL,56,90,Trend Corridor Breakout,1.33971,1.3398,true,London,Wed,9,"",,
2026-07-15T09:02:00.000Z,GBP/USD,CALL,58,95,Trend Corridor Breakout,1.33976,1.33959,false,London,Wed,9,"",,
2026-07-15T09:03:00.000Z,GBP/USD,PUT,66,100,Trend Corridor Breakout,1.33964,1.33944,true,London,Wed,9,"",,
2026-07-15T09:04:00.000Z,GBP/USD,PUT,62,100,Trend Corridor Breakout,1.33948,1.33964,false,London,Wed,9,"",,
2026-07-15T09:05:00.000Z,GBP/USD,CALL,53,85,Trend Corridor Breakout,1.33957,1.33966,true,London,Wed,9,"",,
2026-07-15T09:06:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33964,1.33959,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:07:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.3396,1.33956,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:08:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33957,1.33965,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:09:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33959,1.33973,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:10:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33967,1.33976,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:11:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33974,1.33969,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:12:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33971,1.33977,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:13:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33967,1.33984,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:14:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33981,1.3399,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:15:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33982,1.33958,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:16:00.000Z,GBP/USD,PUT,56,80,Range Extreme Reversion,1.33963,1.33966,false,London,Wed,9,"",,
2026-07-15T09:17:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33964,1.33955,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:18:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33957,1.33955,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:19:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33955,1.33956,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:20:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33953,1.33959,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:21:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33956,1.33958,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:22:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33955,1.33953,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:23:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33954,1.33957,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:24:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33954,1.33966,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:25:00.000Z,GBP/USD,CALL,61,85,Range Extreme Reversion,1.33959,1.33968,true,London,Wed,9,"",,
2026-07-15T09:26:00.000Z,GBP/USD,CALL,60,85,Range Extreme Reversion,1.33966,1.33958,false,London,Wed,9,"",,
2026-07-15T09:27:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.3396,1.33947,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:28:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33952,1.3394,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:29:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33943,1.33939,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:30:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33939,1.33942,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:31:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33939,1.33938,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:32:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33938,1.33938,,London,Wed,9,"Insufficient indicator alignment",false,false
2026-07-15T09:33:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33941,1.33897,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:34:00.000Z,GBP/USD,CALL,58,90,Range Extreme Reversion,1.33904,1.33898,false,London,Wed,9,"",,
2026-07-15T09:35:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33898,1.33904,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:36:00.000Z,GBP/USD,PUT,50,90,Trend Corridor Breakout,1.33902,1.33897,true,London,Wed,9,"",,
2026-07-15T09:37:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33897,1.3391,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:38:00.000Z,GBP/USD,PUT,53,80,Trend Corridor Breakout,1.33905,1.33916,false,London,Wed,9,"",,
2026-07-15T09:39:00.000Z,GBP/USD,PUT,53,80,Trend Corridor Breakout,1.33911,1.3392,false,London,Wed,9,"",,
2026-07-15T09:40:00.000Z,GBP/USD,PUT,53,80,Trend Corridor Breakout,1.33917,1.33907,true,London,Wed,9,"",,
2026-07-15T09:41:00.000Z,GBP/USD,PUT,66,90,Trend Corridor Breakout,1.33915,1.33928,false,London,Wed,9,"",,
2026-07-15T09:42:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33923,1.33928,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:43:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33925,1.33927,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:44:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33924,1.33918,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:45:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33919,1.33919,,London,Wed,9,"Insufficient indicator alignment",false,false
2026-07-15T09:46:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33917,1.33913,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T09:47:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.33914,1.33922,,London,Wed,9,"Insufficient indicator alignment",true,false
2026-07-15T09:48:00.000Z,GBP/USD,WAIT,0,0,No Setup Detected,1.3392,1.33916,,London,Wed,9,"Insufficient indicator alignment",false,true
2026-07-15T07:21:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.23683,162.25023,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:22:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.23903,162.25808,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:23:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.25096,162.27117,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:24:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.25978,162.28319,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:25:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.27455,162.29066,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:26:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.28371,162.30005,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:27:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.29351,162.30721,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:28:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.3007,162.28349,,Asian,Wed,7,"Insufficient indicator alignment",false,true
2026-07-15T07:29:00.000Z,USD/JPY,CALL,61,90,Trend Corridor Breakout,162.28718,162.29324,true,Asian,Wed,7,"",,
2026-07-15T07:30:00.000Z,USD/JPY,CALL,56,95,Trend Corridor Breakout,162.28751,162.27459,false,Asian,Wed,7,"",,
2026-07-15T07:31:00.000Z,USD/JPY,CALL,61,90,Trend Corridor Breakout,162.27725,162.27946,true,Asian,Wed,7,"",,
2026-07-15T07:32:00.000Z,USD/JPY,CALL,59,90,Trend Corridor Breakout,162.27736,162.27786,true,Asian,Wed,7,"",,
2026-07-15T07:33:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.27673,162.26825,,Asian,Wed,7,"Insufficient indicator alignment",false,true
2026-07-15T07:34:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.27056,162.28866,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:35:00.000Z,USD/JPY,CALL,72,95,Trend Corridor Breakout,162.27827,162.29438,true,Asian,Wed,7,"",,
2026-07-15T07:36:00.000Z,USD/JPY,CALL,69,90,Trend Corridor Breakout,162.2909,162.29884,true,Asian,Wed,7,"",,
2026-07-15T07:37:00.000Z,USD/JPY,CALL,64,95,Trend Corridor Breakout,162.29301,162.27335,false,Asian,Wed,7,"",,
2026-07-15T07:38:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.27862,162.28876,,Asian,Wed,7,"Directional confidence too balanced",true,false
2026-07-15T07:39:00.000Z,USD/JPY,CALL,62,95,Trend Corridor Breakout,162.27938,162.29639,true,Asian,Wed,7,"",,
2026-07-15T07:40:00.000Z,USD/JPY,CALL,69,95,Trend Corridor Breakout,162.29257,162.29294,true,Asian,Wed,7,"",,
2026-07-15T07:41:00.000Z,USD/JPY,CALL,52,80,Trend Corridor Breakout,162.29045,162.28687,false,Asian,Wed,7,"",,
2026-07-15T07:42:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.28738,162.29242,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:43:00.000Z,USD/JPY,CALL,59,85,Trend Corridor Breakout,162.28655,162.26027,false,Asian,Wed,7,"",,
2026-07-15T07:44:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.26635,162.25426,,Asian,Wed,7,"Directional confidence too balanced",false,true
2026-07-15T07:45:00.000Z,USD/JPY,CALL,52,80,Trend Corridor Breakout,162.25753,162.27868,true,Asian,Wed,7,"",,
2026-07-15T07:46:00.000Z,USD/JPY,CALL,66,95,Trend Corridor Breakout,162.25789,162.2928,true,Asian,Wed,7,"",,
2026-07-15T07:47:00.000Z,USD/JPY,CALL,72,95,Trend Corridor Breakout,162.28555,162.29099,true,Asian,Wed,7,"",,
2026-07-15T07:48:00.000Z,USD/JPY,CALL,56,90,Trend Corridor Breakout,162.28495,162.26855,false,Asian,Wed,7,"",,
2026-07-15T07:49:00.000Z,USD/JPY,CALL,57,85,Trend Corridor Breakout,162.2722,162.27857,true,Asian,Wed,7,"",,
2026-07-15T07:50:00.000Z,USD/JPY,CALL,60,95,Trend Corridor Breakout,162.27371,162.26308,false,Asian,Wed,7,"",,
2026-07-15T07:51:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.26404,162.25335,,Asian,Wed,7,"Directional confidence too balanced",false,true
2026-07-15T07:52:00.000Z,USD/JPY,CALL,52,80,Trend Corridor Breakout,162.25525,162.26184,true,Asian,Wed,7,"",,
2026-07-15T07:53:00.000Z,USD/JPY,CALL,59,95,Trend Corridor Breakout,162.25877,162.26002,true,Asian,Wed,7,"",,
2026-07-15T07:54:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.25835,162.26154,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:55:00.000Z,USD/JPY,CALL,55,90,Trend Corridor Breakout,162.25882,162.26492,true,Asian,Wed,7,"",,
2026-07-15T07:56:00.000Z,USD/JPY,CALL,53,85,Trend Corridor Breakout,162.26039,162.26869,true,Asian,Wed,7,"",,
2026-07-15T07:57:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.26209,162.27513,,Asian,Wed,7,"Insufficient indicator alignment",true,false
2026-07-15T07:58:00.000Z,USD/JPY,CALL,60,85,Trend Corridor Breakout,162.27081,162.27511,true,Asian,Wed,7,"",,
2026-07-15T07:59:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.27092,162.28042,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:00:00.000Z,USD/JPY,CALL,60,85,Trend Corridor Breakout,162.27479,162.28,true,London,Wed,8,"",,
2026-07-15T08:01:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.27656,162.28082,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:02:00.000Z,USD/JPY,CALL,51,85,Trend Corridor Breakout,162.27928,162.27079,false,London,Wed,8,"",,
2026-07-15T08:03:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.27395,162.26507,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:04:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.26842,162.25648,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:05:00.000Z,USD/JPY,PUT,51,80,Trend Corridor Breakout,162.25964,162.27033,false,London,Wed,8,"",,
2026-07-15T08:06:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.26575,162.2818,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:07:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.27256,162.29106,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:08:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.28032,162.30151,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:09:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.29592,162.30528,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:10:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.29623,162.32886,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:11:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.31296,162.3395,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:12:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.33242,162.34097,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:13:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.33514,162.34523,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:14:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.33918,162.34976,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:15:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.34744,162.33305,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:16:00.000Z,USD/JPY,CALL,58,85,Trend Corridor Breakout,162.336,162.34069,true,London,Wed,8,"",,
2026-07-15T08:17:00.000Z,USD/JPY,CALL,54,90,Trend Corridor Breakout,162.33176,162.34602,true,London,Wed,8,"",,
2026-07-15T08:18:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.34117,162.32838,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:19:00.000Z,USD/JPY,CALL,58,85,Trend Corridor Breakout,162.33203,162.3256,false,London,Wed,8,"",,
2026-07-15T08:20:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.32585,162.31609,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:21:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.32083,162.31273,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:22:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.31381,162.30785,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:23:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.30896,162.30985,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:24:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.30859,162.29964,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:25:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.30173,162.30561,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:26:00.000Z,USD/JPY,CALL,51,90,Trend Corridor Breakout,162.30206,162.3157,true,London,Wed,8,"",,
2026-07-15T08:27:00.000Z,USD/JPY,CALL,58,90,Trend Corridor Breakout,162.30698,162.32408,true,London,Wed,8,"",,
2026-07-15T08:28:00.000Z,USD/JPY,CALL,61,90,Trend Corridor Breakout,162.3185,162.30047,false,London,Wed,8,"",,
2026-07-15T08:29:00.000Z,USD/JPY,CALL,52,75,Trend Corridor Breakout,162.30274,162.28528,false,London,Wed,8,"",,
2026-07-15T08:30:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.29291,162.28031,,London,Wed,8,"Insufficient indicator alignment",false,true
2026-07-15T08:31:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.28245,162.28691,,London,Wed,8,"Insufficient indicator alignment",true,false
2026-07-15T08:32:00.000Z,USD/JPY,WAIT,0,0,No Setup Detected,162.28077,162.29255,,London,Wed,8,"Insufficient indicator alignment",true,false
